img_id,absolute_clarity-vs-relative_clarity,closed_form-vs-open_form,linear_style-vs-painterly_style,multiplicity-vs-unity,planar_style-vs-recessional_style
img_01556.png,4.4,3,3.8,2.8,2.6
img_01557.png,3.2,3.8,3.4,3.2,2.4
img_01558.png,2.2,3,4.4,2.8,3.4
img_01559.png,3.6,3.6,2.8,3,3.4
img_01560.png,4.8,3.6,3.2,3.6,2.6
img_01561.png,3.8,4,4.6,3.6,4
img_01562.png,3.8,3.8,4.2,4.2,3
img_01563.png,3.4,2.8,5,3.8,3.2
img_01564.png,3.2,3.6,5,4,4
img_01565.png,3.6,3,4.8,4.6,3.8
img_01566.png,3.2,3.6,3.2,3.6,2.8
img_01567.png,3,3.6,3.4,2.6,2.6
img_01568.png,4.4,3.8,4,3.2,2.4
img_01569.png,3.8,3.4,4.2,3.4,3.4
img_01570.png,3.8,1.8,4.6,3.6,2.8
img_01571.png,3.8,3.4,4.6,4,4.2
img_01572.png,4,3.8,4.6,3.4,3.2
img_01573.png,3.8,3.2,4.8,4.6,3
img_01574.png,3,3,4.4,4.4,3.6
img_01575.png,3.6,3.6,4.2,3.6,3.4
img_01576.png,3,3.8,3.6,3.2,3
img_01577.png,3.6,2.6,3.6,3.6,2.6
img_01578.png,4,4.2,4.4,2.8,3.2
img_01579.png,3.8,4.4,4.6,3,3.8
img_01580.png,3.6,4,4,3.6,4.2
img_01581.png,3.6,4.2,4.4,3.8,3.6
img_01582.png,4.4,3.4,3.2,4,3
img_01583.png,4,3.4,3.6,2.6,4
img_01584.png,4.4,3.4,4.2,3.8,3
img_01585.png,3.6,4,4.2,3.8,3.2
img_01586.png,4,3.4,3.8,4,2.2
img_01587.png,4.6,3.4,4,4,2.6
img_01588.png,4.2,3.4,4.6,3.4,3.8
img_01589.png,3.6,2.2,4.8,3.6,3.2
img_01590.png,4,3.8,5,3.8,2.6
img_01591.png,4.4,3.4,3.4,2.8,1.8
img_01592.png,4.8,3.8,4.6,3.4,3
img_01593.png,4,4.2,4.6,3.6,3.6
img_01594.png,4.2,3,4.8,3.2,3
img_01595.png,3.4,3.6,4,3.2,3.6
img_01596.png,4,3.4,4.4,3.6,3.4
img_01597.png,4.4,3,3,3.4,2.6
img_01598.png,3.4,3.2,3.8,3.8,3.2
img_01599.png,2.2,3.2,4.8,3.2,2
img_01600.png,3.4,4,5,3.8,4.2
img_01601.png,4,4,4.8,4,4
img_01602.png,3.2,3.4,3.2,3,3.2
img_01603.png,3.8,3,3.6,4,3.4
img_01604.png,4.2,2.6,3.6,4,2.8
img_01605.png,3.6,3.2,4.2,4,2.8
img_01606.png,3.4,3.8,3.2,2.2,2.2
img_01607.png,4.4,3.2,4.6,4,3.8
img_01608.png,3.6,3.4,2.8,3.2,3.6
img_01609.png,3.8,3.6,4.8,4.4,2.8
img_01610.png,3.8,3.6,3.2,3.8,3
img_01611.png,3.6,4.2,5,4.6,3.8
img_01612.png,3.8,3.2,4,3.8,3.4
img_01613.png,4.2,3.6,5,4.6,3.6
img_01614.png,3,3.4,4.4,3,2.8
img_01615.png,2.6,4.2,4.6,3.8,4.2
img_01616.png,4.4,3.4,4.8,4,3.2
img_01617.png,3.6,3.6,4.8,3.6,3.8
img_01618.png,4,3,4.8,3.4,2.2
img_01619.png,4.2,3.6,3.4,3.6,1.4
img_01620.png,4.2,4.2,4,3.8,4
img_01621.png,4.8,3.8,3.8,3,2.8
img_01622.png,3.4,4.4,2,3.8,3.4
img_01623.png,3.6,3.4,4.4,3,3.6
img_01624.png,4.4,3.6,4.4,4,3.4
img_01625.png,4.4,4.4,4.6,4,3
img_01626.png,4.4,4,4.4,3.8,3.4
img_01627.png,3.6,3.8,4,4,2.2
img_01628.png,3.8,3.8,4,3.8,2.8
img_01629.png,3.6,3.4,4.2,3.8,4
img_01630.png,3.8,2.6,4.6,3.8,2.6
img_01631.png,4.4,4.4,4.6,3.2,3
img_01632.png,3.6,3.8,4,3.4,3.4
img_01633.png,3.2,2.4,3.2,3.8,3
img_01634.png,3.6,3.2,4.4,3,3.6
img_01635.png,3.2,2.4,4.6,3.8,2.6
img_01636.png,4.6,4.2,4.4,4.2,2.8
img_01637.png,4.4,3.6,4.6,3.8,3.6
img_01638.png,2.8,2.6,4,4.2,2
img_01639.png,4.4,4,4.4,3.2,3.6
img_01640.png,4.2,3,2,4,3.2
img_01641.png,4,4.4,4.8,4.6,4.4
img_01642.png,4,3,3.6,3.4,3
img_01643.png,5,3.8,4.6,4,3.6
img_01644.png,3.8,3.6,3.6,3.6,3.2
img_01645.png,3.6,3.6,4.6,3.2,3.2
img_01646.png,3.6,4,3.4,3.8,1.8
img_01647.png,4.4,3.8,4.8,3.4,3
img_01648.png,2.8,3,4.8,3.4,2.8
img_01649.png,3.4,3.2,4.2,4,3
img_01650.png,3.8,3,4.6,2.8,3.2
img_01651.png,3.8,4.2,4.4,3.8,3.4
img_01652.png,4,3.4,4.2,3.2,3.4
img_01653.png,3.6,3,4.4,3,3.4
img_01654.png,4,3,4.8,3.8,3
img_01655.png,4.2,4,4.4,4.2,4
img_01656.png,3.8,3.8,4.2,3.4,3.8
img_01657.png,4.2,3,2.8,4.2,3.6
img_01658.png,3.8,3.2,3.6,3.4,2.6
img_01659.png,4.8,4.4,4.8,3.6,3.6
img_01660.png,3.4,3.2,4.8,3.2,3
img_01661.png,4.2,3.6,4,3.6,2.2
img_01662.png,3.6,3.2,5,3.4,3.6
img_01663.png,4.6,3.2,4.6,4,3.2
img_01664.png,4.4,3.6,4.4,3,3
img_01665.png,2.8,2.8,4.2,3.4,3.6
img_01666.png,4.2,4.2,5,3.8,4
img_01667.png,4.6,3.4,5,4.2,4.2
img_01668.png,4,4,4.8,3.2,3.8
img_01669.png,4.6,3.2,3.6,3.2,3
img_01670.png,4,3.8,5,3.6,4.2
img_01671.png,3.4,4,4.6,3.8,3.6
img_01672.png,3.8,4.2,4.8,3.4,3.2
img_01673.png,3.6,3.6,3,2.8,3.2
img_01674.png,3.8,3.6,3.2,3.6,3.2
img_01675.png,4,3.6,4,3.8,3
img_01676.png,3.6,3.2,3.8,3.8,3
img_01677.png,4.4,3.8,4.2,4,3.2
img_01678.png,4.2,3.4,4.2,4,3.8
img_01679.png,4.4,3.2,4.6,4,3.4
img_01680.png,2,3.8,4.4,3.6,3
img_01681.png,3.6,3,4.4,3,3
img_01682.png,3.8,3.6,4.2,2.8,2.6
img_01683.png,4.2,4.2,4,4,2.6
img_01684.png,3.2,4,3.6,4,3.6
img_01685.png,3.2,3.4,4.6,3.6,3.4
img_01686.png,4,2.4,4.2,3.4,2.2
img_01687.png,4,3,3.2,3.8,2.2
img_01688.png,4.2,4.2,4.4,3.2,3.2
img_01689.png,3.6,3.6,4,3.6,2.8
img_01690.png,3.8,2.2,4.6,3.2,2.6
img_01691.png,4.4,3.4,4.6,3.6,3
img_01692.png,4,2.6,3.8,4.2,2.4
img_01693.png,3.6,3,5,4,4
img_01694.png,4.6,4,4.4,3.8,3.6
img_01695.png,2.2,3.6,4.4,4.2,3.2
img_01696.png,3.6,2.4,3.6,3.2,2.8
img_01697.png,4.8,3.2,4.4,3.2,2.2
img_01698.png,3.6,2.4,4.4,3.4,3.8
img_01699.png,4.6,4.4,4.8,4.6,3.6
img_01700.png,3.8,4.4,5,3.8,3
img_01701.png,4.6,3.4,4.8,3,4.2
img_01702.png,4.2,3.4,4.6,4,3.8
img_01703.png,4,2.8,3.2,3.4,2
img_01704.png,3.6,3.6,4.4,3.4,2.6
img_01705.png,2.8,3.2,4.2,4.2,2.2
img_01706.png,3.6,3.2,3.8,3.2,3.2
img_01707.png,2.8,3.6,4.2,4,2.8
img_01708.png,3.4,2.8,4,2.4,3.6
img_01709.png,3.6,3.8,4.4,4,2.4
img_01710.png,4.2,2.6,4.8,3.4,2.8
img_01711.png,4,3.8,3.4,3.2,3
img_01712.png,4,3.6,4.6,4.2,3.6
img_01713.png,4,3.4,2.6,3.2,2.2
img_01714.png,4.6,3.6,4.4,3.6,4.2
img_01715.png,4.2,4.2,4.6,4,3.4
img_01716.png,4.4,3.6,3.4,3,1.8
img_01717.png,2.4,3.6,3.8,4,2.6
img_01718.png,4.8,3.6,4.4,3.2,3.8
img_01719.png,4.2,3.2,4.4,3.2,3.2
img_01720.png,4,4.2,5,4,3.6
img_01721.png,4,3.4,4.4,3.4,3.2
img_01722.png,4.4,3.8,4.4,3.6,2.4
img_01723.png,3,3.4,3.2,3,3.2
img_01724.png,3.4,4,4.6,4.2,3.8
img_01725.png,4,3.6,4.4,4,3.2
img_01726.png,3.6,3.2,5,4.4,4.6
img_01727.png,4.4,3,4.8,4,3.8
img_01728.png,2.2,3.2,4.2,3,2.6
img_01729.png,3.8,2.2,3.8,3.8,2.2
img_01730.png,2,2.8,4.6,3.6,3
img_01731.png,3.8,3.2,4.4,3.6,3.4
img_01732.png,4.8,3.8,4.2,3.6,3
img_01733.png,4,3.8,4,3.6,3
img_01734.png,4,4,4.8,3.4,2.4
img_01735.png,3,3.2,3.8,3.8,3.2
img_01736.png,4,3.4,3.8,3.6,3
img_01737.png,4,3.8,4,2.8,3.6
img_01738.png,3.2,3.8,4.6,4.2,3
img_01739.png,3.8,3.8,4,3.4,3
img_01740.png,4,4.2,4,4.4,3.8
img_01741.png,3.4,3.6,4.8,3.8,4.4
img_01742.png,4.8,4,4.2,3.8,3
img_01743.png,3.4,3.8,4.8,3.8,3.6
img_01744.png,4.6,3.6,5,4.2,3.8
img_01745.png,3.8,4.4,4.8,3.8,3.8
img_01746.png,3.6,3.8,4.6,3.6,3.2
img_01747.png,3.8,3.6,4.8,4.2,4.4
img_01748.png,3.4,2.6,4.4,3.6,2.8
img_01749.png,3.8,3.2,4.8,3,4.4
img_01750.png,4,2.8,3.4,4,2.6
img_01751.png,3.8,3.8,3.6,3.8,2.6
img_01752.png,3.4,3.6,3,4,3.6
img_01753.png,3.4,4.2,4.6,4.2,3
img_01754.png,3.6,2.4,2,3.6,2.4
img_01755.png,4.4,3.4,5,3.6,3.4
img_01756.png,2.6,3.4,4.6,3.6,2.2
img_01757.png,4,3,4,2.6,3.2
img_01758.png,3,3.8,4.6,3.4,2.6
img_01759.png,3.8,4.2,4.8,2.8,4.2
img_01760.png,4,2.8,4.6,4,3
img_01761.png,4.8,3.4,4.8,3.6,3.2
img_01762.png,4.6,3.6,4.6,4.2,3.4
img_01763.png,3.8,4.2,4.4,2.8,2.2
img_01764.png,3.6,3.6,4.6,3.8,4
img_01765.png,4,2.8,5,3,3.4
img_01766.png,3.6,2.8,3.4,3.8,2.6
img_01767.png,4.6,3.4,4.4,2.6,2
img_01768.png,4.4,3.4,3.8,4.8,2.6
img_01769.png,4.4,3.6,4.4,3.8,3.4
img_01770.png,4,3,3.4,2.8,3.2
img_01771.png,4.2,4,4.4,3,2.6
img_01772.png,3.4,2.8,4.2,4,3
img_01773.png,2.4,4,4.4,4,2.4
img_01774.png,4,3.2,4,3,3
img_01775.png,3.8,3.2,4.2,3.2,4
img_01776.png,4.2,4.2,4.4,4.2,3.4
img_01777.png,4,3.8,4.8,3.6,3.6
img_01778.png,3.8,3.2,4.2,3.4,3.4
img_01779.png,3.8,2.6,4,3.8,3
img_01780.png,4.2,4.2,5,3.2,4.4
img_01781.png,3.2,2.2,3.6,3.2,3
img_01782.png,3.6,3.4,4.2,3,3.4
img_01783.png,3,3.6,4.6,3.6,2.6
img_01784.png,4,3.6,4.4,3.8,3.8
img_01785.png,2.8,3.6,4.4,3.6,2.4
img_01786.png,4.8,3.4,4.4,4,4
img_01787.png,3,2.2,5,3.8,3.2
img_01788.png,2.2,2.6,4,3.4,1.8
img_01789.png,4,4.2,3.8,3.4,3.4
img_01790.png,4,3.8,4.2,4.2,3.4
img_01791.png,3,2.4,4.4,3.4,2.8
img_01792.png,3.2,2.6,2.8,3.6,3.2
img_01793.png,3.8,3.6,4.6,4,3.6
img_01794.png,4.2,3,4.6,4,3.2
img_01795.png,4,3.8,4.8,5,2.6
img_01796.png,3.8,4.2,3.8,4,2.6
img_01797.png,4,3.4,4.8,3.2,3
img_01798.png,4.2,3.6,5,4.4,4.2
img_01799.png,4,3,4.4,3.8,3.2
img_01800.png,4,4.2,4.6,3.6,3.2
