img_id,absolute_clarity-vs-relative_clarity,closed_form-vs-open_form,linear_style-vs-painterly_style,multiplicity-vs-unity,planar_style-vs-recessional_style,set
img_00516.png,4.6,3.2,3.8,3.8,2.8,training
img_00517.png,4.4,1.2,3.6,3,1.6,training
img_00518.png,1.2,2.2,4.6,3.4,2.6,training
img_00519.png,2.8,1.4,1.4,1.8,2.2,training
img_00520.png,4.2,3.6,4,3.2,3.2,training
img_00521.png,4.2,3.4,3.4,2.6,3,training
img_00522.png,2.4,2.8,3.2,3.4,3,training
img_00523.png,5,4.8,2.4,3.8,2.2,training
img_00524.png,2,1.2,2.6,3.6,3.6,training
img_00525.png,4.6,1.4,4,4.6,4.2,training
img_00526.png,1,3,5,2.2,2.8,training
img_00527.png,3.8,4,3.8,4.8,3.6,training
img_00528.png,4.6,2.4,3.6,4,2,training
img_00529.png,3.8,3.8,4.8,4.4,2.8,training
img_00530.png,5,2.6,2.8,3.8,3.4,training
img_00531.png,1,1.4,3.2,1.8,1.6,training
img_00532.png,4.8,4.4,4.8,3.6,3.8,training
img_00533.png,2.2,3,3,2.2,1.4,training
img_00534.png,3.6,4.6,4.2,4.2,2.8,training
img_00535.png,5,2,4.2,3,2,training
img_00536.png,3.6,2.4,3.8,3.2,4,training
img_00537.png,1.6,3,3.2,3.2,2.2,training
img_00538.png,2.4,3.2,3.6,3.2,2.6,training
img_00539.png,2.6,2.2,2.4,2.4,2.8,training
img_00540.png,1.4,1.6,2.4,1.6,1.4,training
img_00541.png,3.4,3.8,3,3.2,2,training
img_00542.png,4.8,4.2,4,4.8,4,training
img_00543.png,3.4,1.6,4,1.8,1,training
img_00544.png,3.4,4.2,4.4,4,3.2,training
img_00545.png,2.8,2.2,3.2,4,2.6,training
img_00546.png,1.8,2,4.8,2.8,3.2,training
img_00547.png,1,2.6,3.4,2.4,2.4,training
img_00548.png,1.2,1.4,3,2,1.2,training
img_00549.png,2.8,2,2.4,3.4,3.4,training
img_00550.png,3,4.2,4,2.4,3,validation
img_00551.png,1.2,2,4,3.6,1.6,training
img_00552.png,4.4,4.4,3.4,4.2,4,training
img_00553.png,1,2.4,2.2,1.8,1.8,training
img_00554.png,1,2.6,3.8,3.6,2.6,training
img_00555.png,4.6,2.6,3.8,3.2,3.6,training
img_00556.png,2,1.4,4.2,2.6,2,training
img_00557.png,4,4.8,2.4,3.4,3.4,training
img_00558.png,4.6,3.2,3.2,3.8,4.2,training
img_00559.png,5,4.8,4.4,4.4,2.8,training
img_00560.png,1.2,1.8,2.2,1.8,2.6,training
img_00561.png,4.2,4.4,4,5,3.4,training
img_00562.png,1,1.6,3.8,2,2.8,training
img_00563.png,4,4.6,2.8,3.4,2.8,training
img_00564.png,3.8,1.6,4.4,4,2.2,training
img_00565.png,4.2,3,4.4,3.6,3.8,training
img_00566.png,4.8,4.2,4.2,4.4,2.6,training
img_00567.png,1,1.6,3.6,3.6,2.4,training
img_00568.png,3,3.8,3.2,2.4,1.8,training
img_00569.png,3.6,2.8,4,3.6,3.2,training
img_00570.png,1,2.4,2.6,2.6,3,training
img_00571.png,4.4,4.6,3.4,4,3,training
img_00572.png,1.6,2.6,3.8,2.4,3,training
img_00573.png,4.4,4.6,3.8,4,3.2,training
img_00574.png,1.6,4,4.6,3.4,4.2,training
img_00575.png,1,1.2,2.8,1,1.6,training
img_00576.png,2.6,2.2,2.8,2.8,1.2,training
img_00577.png,2.4,3.6,3.4,2.6,2.2,training
img_00578.png,3.8,3.4,4,4.6,3.6,training
img_00579.png,4.2,4.8,4.6,4.2,3.8,training
img_00580.png,1.4,2,3.8,1.8,1.2,training
img_00581.png,2,2.4,2.8,1.4,2,training
img_00582.png,4.6,3,4.6,5,3.4,training
img_00583.png,1.2,3.2,2.4,2,2.4,training
img_00584.png,2.2,2,4.4,3,3.4,training
img_00585.png,1.6,2.2,4.4,2,2,training
img_00586.png,2.4,3.2,1.8,2.8,2,training
img_00587.png,1.4,2.4,3.2,2,1,training
img_00588.png,5,2.6,3.8,4.4,3.6,training
img_00589.png,4.4,4.4,4.2,5,3.4,training
img_00590.png,3.4,3.2,2.6,3.4,4.8,training
img_00591.png,2.6,3.2,4.4,3,3.8,training
img_00592.png,3,2,3.6,2.6,4,training
img_00593.png,3.6,1.4,3,3.4,4.2,training
img_00594.png,3.8,3.2,3.2,2.4,2,training
img_00595.png,1,2.4,4.8,1.8,1,training
img_00596.png,4.8,3.6,4.4,4.6,4.4,training
img_00597.png,1.8,3,4.2,1.8,2.2,training
img_00598.png,4.4,3.6,3.8,3.2,2.2,training
img_00599.png,2,2.8,4,2,1.8,training
img_00600.png,4.2,2.6,4.8,3.6,1.6,validation
img_00601.png,2.4,2.2,3.4,3,2.6,training
img_00602.png,1,3.8,4.8,2.8,3.8,training
img_00603.png,4.4,4.2,4.6,3.8,3.6,training
img_00604.png,3.6,1.8,4.2,3.6,2.6,training
img_00605.png,4.6,2.6,2,3.8,4,training
img_00606.png,4.4,5,4.4,4.4,3.2,training
img_00607.png,1,1.6,2.4,1.8,1.4,training
img_00608.png,4.4,2.8,2.4,1,3.4,training
img_00609.png,3.4,4,3.6,3.4,3,training
img_00610.png,5,4.4,4.8,4.8,3.6,training
img_00611.png,4.2,2.6,4,4.4,3.6,training
img_00612.png,4.8,3.8,3.2,3.2,3,training
img_00613.png,4,2.6,3.6,4.8,4,training
img_00614.png,1,3.2,3.8,1.6,2.4,training
img_00615.png,3.8,3.6,1.8,4.2,2.4,training
img_00616.png,2,2.4,2.6,2.2,3.2,training
img_00617.png,4.2,2.8,4.8,4.2,4,training
img_00618.png,3.4,2,2.2,3.2,2.8,training
img_00619.png,4.2,3.6,3,3.2,2.8,training
img_00620.png,3.4,3.2,3.6,2,2.2,training
img_00621.png,3.4,2.8,3.8,3,3.6,training
img_00622.png,3.8,3,2.2,1.8,1.4,training
img_00623.png,4.2,4.2,3.4,2.6,2.8,training
img_00624.png,4.4,2.8,2.4,2,2.4,training
img_00625.png,4.8,1.6,3.6,4.8,4,training
img_00626.png,4.4,3.8,4,4,3.6,training
img_00627.png,3.6,3.4,4.4,3.8,3,training
img_00628.png,4.6,3,5,5,2.2,training
img_00629.png,3.8,1.4,3.6,1.8,1,training
img_00630.png,2,2,3.6,2.8,2.2,training
img_00631.png,4.6,4.2,5,4.4,3.8,training
img_00632.png,4.8,4.2,3.6,3.2,2.6,training
img_00633.png,4,3.2,3.6,2,3,training
img_00634.png,4.6,2.8,4,4,2.8,training
img_00635.png,4.2,3,3.2,3.8,2,training
img_00636.png,4,3,3.6,4.6,3,training
img_00637.png,4.4,4,3.4,4.8,3,training
img_00638.png,4.2,4,3.4,2.8,3.6,training
img_00639.png,1,2.8,4.8,3.2,2.8,training
img_00640.png,1.6,1.8,3.2,2.6,2.2,training
img_00641.png,4.6,3.4,4.8,4.6,4,training
img_00642.png,1.8,1.6,2.6,2.2,2,training
img_00643.png,3.4,3.8,2.6,3,2.4,training
img_00644.png,2.8,2.4,2.4,2.4,1.6,training
img_00645.png,3.8,4,3.6,3,2.6,training
img_00646.png,3.8,3.6,4.4,3.4,2.6,training
img_00647.png,4,4,3.2,3.6,3.2,training
img_00648.png,1.6,2.2,3,1.8,2,training
img_00649.png,3,3.6,3.4,2.6,4.2,training
img_00650.png,3,1,1.8,1.2,1.2,validation
img_00651.png,1.8,2.4,3,1.4,1.6,training
img_00652.png,1.2,2.8,3.6,2.4,2,training
img_00653.png,1.6,2.4,3.8,2.8,3.2,training
img_00654.png,4.8,2.8,4,4.2,2.6,training
img_00655.png,4.6,4.4,3,4.4,3.6,training
img_00656.png,4,3.6,3.8,4,3.2,training
img_00657.png,3,3.4,3.8,4.2,3.2,training
img_00658.png,4,4.2,4.6,4.4,2.6,training
img_00659.png,3.6,3.2,3.6,1.6,2.6,training
img_00660.png,1.6,1.4,1.8,1,1.8,training
img_00661.png,3.8,4,4.4,3.4,2.4,training
img_00662.png,5,4.4,2.8,2.8,4.2,training
img_00663.png,3.6,4.4,5,3.2,3.4,training
img_00664.png,1.2,2.4,4,2.8,2.4,training
img_00665.png,3,3.2,3.2,4.2,3,training
img_00666.png,1.8,3,2.6,2.8,2.4,training
img_00667.png,1,2.2,3.4,2,1.2,training
img_00668.png,2,3.6,2.8,4.2,4.2,training
img_00669.png,5,4.4,2.2,2.8,2.6,training
img_00670.png,4.8,4,4.4,4.6,4,training
img_00671.png,2.2,3.2,4.2,2.4,2.4,training
img_00672.png,4.6,2.6,3.4,2.8,1.8,training
img_00673.png,3.6,3.6,3.6,3.6,1.6,training
img_00674.png,4.4,4,4.2,3.4,3.6,training
img_00675.png,3.8,2.4,3,3,2.6,training
img_00676.png,5,4.2,3.8,3.8,2.8,training
img_00677.png,5,3,4.6,3.8,5,training
img_00678.png,2.6,2.2,3,2.6,1.8,training
img_00679.png,1.2,3,3.8,3.2,2.4,training
img_00680.png,2.2,2.2,4.6,3,3.4,training
img_00681.png,4.2,3,4.8,4.2,2.8,training
img_00682.png,1.8,1.6,2.2,2.2,1.8,training
img_00683.png,1.4,2.8,3.6,1.6,1.6,training
img_00684.png,4,3.6,4,4.2,3.4,training
img_00685.png,3.8,4.4,4.6,4.6,3.4,training
img_00686.png,4.2,1,3.4,3.4,1.6,training
img_00687.png,4.6,2.4,1.6,1.6,2.8,training
img_00688.png,1.4,2,2.4,2.8,1.4,training
img_00689.png,1.2,2.8,4.6,2.6,3,training
img_00690.png,1.8,2.4,2.8,2.8,1.6,training
img_00691.png,1,3,4.4,2.8,2,training
img_00692.png,4.6,3.4,4,4.8,2.6,training
img_00693.png,4.4,3.2,3,4,2.8,training
img_00694.png,1.2,1.6,3.6,2.2,2.2,training
img_00695.png,1.6,3,4,3.4,2.4,training
img_00696.png,3.4,2.8,4,4.2,3.4,training
img_00697.png,5,3.6,1.8,2.6,2.4,training
img_00698.png,2.4,2.2,3.6,3.8,2.2,training
img_00699.png,5,5,2.8,2.2,2.2,training
img_00700.png,3,2.4,4.6,3.6,2,validation
img_00701.png,2.4,2.4,3,2.8,2.2,training
img_00702.png,1.6,2.2,2.6,1.8,3.6,training
img_00703.png,4.4,4.4,4.2,5,3.6,training
img_00704.png,4,4.2,3.8,2.8,3,training
img_00705.png,4.6,2.6,3,4.6,4.8,training
img_00706.png,1.8,2.6,2.4,1.8,2.6,training
img_00707.png,2,1.6,2.6,2.8,2,training
img_00708.png,2.8,1.4,3.4,1.6,1.4,training
img_00709.png,2.6,3.8,3.6,3,1.8,training
img_00710.png,4.6,2.6,2.6,3.2,2.6,training
img_00711.png,3,3.2,3.4,1.8,2.8,training
img_00712.png,4.8,3.4,4.2,3.4,1.4,training
img_00713.png,1.6,2.4,3.6,3,3.2,training
img_00714.png,2.2,1.8,3.6,3.4,2,training
img_00715.png,2.2,3.6,2.2,1.4,1.8,training
img_00716.png,4.4,3.8,3.6,4.8,3.4,training
img_00717.png,2.4,4,2,3.2,3.8,training
img_00718.png,4.8,3.4,2.6,3,2.4,training
img_00719.png,3.6,3.8,3.2,2.2,2.2,training
img_00720.png,4.6,3,3,1.2,1.8,training
img_00721.png,1.8,2.6,2.8,4.2,2.6,training
img_00722.png,1.4,2.8,3,3.4,1.8,training
img_00723.png,2.6,2.6,1.6,2.2,2,training
img_00724.png,4.2,3.6,3.6,3.4,3.4,training
img_00725.png,2.8,2.2,4.4,4,3.2,training
img_00726.png,1.6,2,3.2,2,2.4,training
img_00727.png,4.2,2.8,4.8,3,3,training
img_00728.png,1.8,3,4.4,2.8,4.6,training
img_00729.png,4,2.6,3,3.6,2.2,training
img_00730.png,4.2,3.8,3.4,4.4,3.8,training
img_00731.png,3.8,4.4,3.6,3.4,3.8,training
img_00732.png,1.4,2.4,3.8,3.8,2.4,training
img_00733.png,4.6,2.4,2.8,1.8,1.4,training
img_00734.png,1,1.6,3.2,2.8,2,training
img_00735.png,3,3.2,3.4,3.2,2.6,training
img_00736.png,2,1.2,3.4,1.8,2.2,training
img_00737.png,4.6,4,3.8,2.6,2,training
img_00738.png,1.2,2.8,3.6,3,2.6,training
img_00739.png,4.8,3.4,4,2.2,2,training
img_00740.png,1.8,1.4,2,1.4,2.6,training
img_00741.png,3.6,4.6,2.6,1.4,3,training
img_00742.png,4.4,4.4,3.6,4.2,4.6,training
img_00743.png,4.2,2.6,3.8,4.6,2.4,training
img_00744.png,4.6,1,2.2,2.4,1.4,training
img_00745.png,3.8,3,3.8,3.8,2.4,training
img_00746.png,1.6,2.4,4.2,3.2,1.6,training
img_00747.png,2,2.8,3.8,3,1.8,training
img_00748.png,3.8,4,3.6,4,3,training
img_00749.png,3.4,2.2,4.2,3.6,2.6,training
img_00750.png,3.4,2.8,4.4,4.8,3,validation
img_00751.png,4.2,3.4,4.8,5,3.8,training
img_00752.png,3.8,4.6,4,4,3.2,training
img_00753.png,1.4,2.2,3,1.4,3,training
img_00754.png,3.8,4.4,2.4,2.4,3.8,training
img_00755.png,4.8,3.6,3,4.4,2.8,training
img_00756.png,3.2,2.4,2.4,2.8,1.6,training
img_00757.png,1,2.4,2.4,1.6,1.6,training
img_00758.png,2.8,3.6,4.4,2.6,3,training
img_00759.png,4.8,1.6,2,2.2,4,training
img_00760.png,1.4,2.2,2.4,2.4,1.2,training
img_00761.png,2.2,1,4,3,2,training
img_00762.png,2,2.2,3.2,1.2,1,training
img_00763.png,1.8,2.6,3.6,2.4,2.8,training
img_00764.png,5,3.8,3.4,3,3.8,training
img_00765.png,3.8,2.4,2,3,2.6,training
img_00766.png,4,3.8,4.8,5,3.8,training
img_00767.png,1.6,2.2,4.6,3.4,1.8,training
img_00768.png,2.4,1.2,2.8,2.2,1,training
img_00769.png,4.8,2.8,3.6,4.4,2,training
img_00770.png,1.2,1.4,4,2,2.2,training
img_00771.png,3.2,2,2.4,3.4,1.8,training
img_00772.png,4.2,1.8,3.4,3.4,3.6,training
img_00773.png,3.6,3.6,2.8,3.4,2.4,training
img_00774.png,1.8,1.8,2.8,1.6,1.4,training
img_00775.png,4.4,2.8,2.6,1.8,1.4,training
img_00776.png,1.4,3.8,3,2.2,3,training
img_00777.png,4.8,4,2.8,3.4,4.4,training
img_00778.png,4.6,3.6,3.2,2.4,3.8,training
img_00779.png,2.6,2.6,4.2,4.6,2.6,training
img_00780.png,2.4,2.2,4.6,4.2,1.4,training
img_00781.png,3.8,4,3.6,4.4,3.4,training
img_00782.png,4.2,3.4,3,1.2,2.8,training
img_00783.png,4.6,3.8,2.6,3.6,3,training
img_00784.png,4.2,2.2,4.2,3.6,3.4,training
img_00785.png,5,3.2,3.6,4,3.2,training
img_00786.png,1.8,1.2,3.6,3.2,1.2,training
img_00787.png,5,2.8,4,3.2,2.4,training
img_00788.png,4,2.6,3.8,3.6,3.6,training
img_00789.png,4.6,4.4,3.4,3.6,2,training
img_00790.png,3.4,3.4,3.8,4.6,2.8,training
img_00791.png,3,1.4,2.6,2.6,2.4,training
img_00792.png,3.8,3.4,4.8,5,4.2,training
img_00793.png,5,4.4,2.2,5,2.8,training
img_00794.png,4.2,2.8,2.4,3.2,3,training
img_00795.png,4.8,4.4,4,3.4,3.8,training
img_00796.png,3.8,2.2,4.2,3.6,2.6,training
img_00797.png,5,1,2.2,3,1.6,training
img_00798.png,2.8,1.4,2.6,2.8,2.2,training
img_00799.png,3.2,2.6,3.4,3.2,3.6,training
img_00800.png,2.8,2.4,3.4,3.2,3,validation
img_00801.png,4.2,3.4,4.8,4,4,training
img_00802.png,1.4,1.2,2.6,1.4,2.4,training
img_00803.png,4.8,3.2,4.6,3.4,2.6,training
img_00804.png,4.2,4.4,4.4,5,3.2,training
img_00805.png,4.8,4.2,3,4.2,2.8,training
img_00806.png,4.4,3.8,3.2,3.2,1.8,training
img_00807.png,4.2,4,3.2,3,2.8,training
img_00808.png,3.6,4.4,3.4,3,2.8,training
img_00809.png,4,3.6,3,2.4,3.8,training
img_00810.png,1.2,3.2,2,1,1.4,training
img_00811.png,3.8,1.4,2.2,3.6,2,training
img_00812.png,3.6,2.4,2.4,2.2,4.4,training
img_00813.png,3.6,4.4,4.6,3.2,3.8,training
img_00814.png,4.8,1.8,2.4,2.8,2,training
img_00815.png,4.8,4.6,3.2,3.2,3,training
img_00816.png,4.2,1.2,2.8,2,1,training
img_00817.png,4.8,4.4,3.4,4,2.8,training
img_00818.png,4.4,4.2,2,2.2,3,training
img_00819.png,4.6,3.2,4,4.6,2.2,training
img_00820.png,2.6,3.6,3.6,3.4,2.4,training
img_00821.png,2.8,2.8,2.8,2.6,1.2,training
img_00822.png,4,3.2,1.8,3.4,2.8,training
img_00823.png,4.6,4.4,3.2,4.4,2.6,training
img_00824.png,2,3.4,3.8,2,2.8,training
img_00825.png,3.8,5,3.4,4.2,3.6,training
img_00826.png,3,2.8,2.2,3,2.8,training
img_00827.png,4.6,4.4,4.8,4.2,3.4,training
img_00828.png,2.2,1.6,2.4,1,2.2,training
img_00829.png,1.4,1.8,2.6,1.6,2,training
img_00830.png,2,2.4,4.6,3.2,2.2,training
img_00831.png,2,1.2,1.8,1.6,1,training
img_00832.png,4.2,2.2,4,5,3,training
img_00833.png,3.8,2.4,4.2,3.6,2.6,training
img_00834.png,4.6,3,4.4,4.8,2.2,training
img_00835.png,2.4,3.8,3.2,2.8,3.4,training
img_00836.png,3.8,4.6,2.4,3.6,3.2,training
img_00837.png,1.4,2.2,4,4.2,2,training
img_00838.png,4.4,4.6,3,4.2,2.2,training
img_00839.png,1.8,2,4.2,3.2,2.4,training
img_00840.png,4.8,4.2,3.8,2,2.4,training
img_00841.png,3,2.6,3.6,3.4,3,training
img_00842.png,5,3.8,3.8,4.2,1.8,training
img_00843.png,3.8,4.8,4,4.2,3.6,training
img_00844.png,4,4,3.6,5,1.8,training
img_00845.png,4.6,3.6,4.6,4.4,1.8,training
img_00846.png,4.4,4.2,4.4,4.6,3.2,training
img_00847.png,4.4,2.6,2.6,3,3,training
img_00848.png,3.6,3.6,4.2,3.8,3,training
img_00849.png,4.2,3,3.6,3.2,2.6,training
img_00850.png,4,3,4.2,2.8,2.6,validation
img_00851.png,1.8,2.2,4,3.4,2.4,training
img_00852.png,1,2,3,2.8,2,training
img_00853.png,2.4,2.6,4.6,3.4,3,training
img_00854.png,4.6,4.6,3.2,4,1.6,training
img_00855.png,1.2,1.2,4.2,3,2.2,training
img_00856.png,1.4,3.2,3.8,2.2,3.2,training
img_00857.png,4,3.6,4,4,2.2,training
img_00858.png,2.8,3.6,3.2,3,3,training
img_00859.png,1.4,2.2,4.6,2.8,2,training
img_00860.png,1,2.4,3.2,1.6,1.4,training
img_00861.png,1.4,4,4.8,3.6,3.4,training
img_00862.png,4,3.4,1.6,1,3,training
img_00863.png,5,3.8,4.4,4.8,2.4,training
img_00864.png,2,1.8,2.8,2.8,2.2,training
img_00865.png,4,3,3.4,3.2,2.8,training
img_00866.png,4.2,4,3.8,4.4,4.8,training
img_00867.png,4.4,2.8,4.6,3.4,3.4,training
img_00868.png,2,2.2,4.4,2.6,2,training
img_00869.png,4.2,4.4,4.6,4,3.6,training
img_00870.png,4.6,3.6,3.4,4.2,3.2,training
img_00871.png,2.6,2.8,4.4,2,3.4,training
img_00872.png,3.8,3.6,3.4,3.8,3.8,training
img_00873.png,4,4.2,3.4,3.2,3.6,training
img_00874.png,2.6,2.2,3.4,2.6,2.8,training
img_00875.png,3.4,2.4,2.6,2.8,2.4,training
img_00876.png,3.8,3.8,3.2,4.2,2.2,training
img_00877.png,4,2.2,2.8,3.4,3.2,training
img_00878.png,4.8,3.8,2,2.8,3.6,training
img_00879.png,3.6,3.8,4,3.2,2.8,training
img_00880.png,4.2,3.2,3.8,2.8,2,training
img_00881.png,4,3.4,4,4.6,1.6,training
img_00882.png,3.6,2.2,4.2,3.8,2,training
img_00883.png,4.4,2,2.2,2.8,2.4,training
img_00884.png,1.2,1.6,4,3.6,1.8,training
img_00885.png,3.4,3.8,4.2,3,3,training
img_00886.png,4.2,4,4.8,5,3,training
img_00887.png,4.2,5,4.8,3.6,3.6,training
img_00888.png,4,3.2,4.4,3.4,4,training
img_00889.png,2.6,2.4,2.6,4.2,2.4,training
img_00890.png,1.8,2.4,4.6,3,1.6,training
img_00891.png,4,4.2,3,3,1.8,training
img_00892.png,4.2,4.2,2.4,2.6,3.6,training
img_00893.png,3.6,3.4,4,3,2.8,training
img_00894.png,3.8,3.8,2,2.8,3,training
img_00895.png,1.4,2.8,4.2,2.8,2.6,training
img_00896.png,4.6,3.6,4.6,4.2,3.4,training
img_00897.png,3.4,2.8,4.2,3.4,2.2,training
img_00898.png,4.6,2.8,3.6,1.8,3,training
img_00899.png,4.2,2.6,2.6,2.4,3,training
img_00900.png,4.2,2.4,3.2,3.8,1.8,validation
img_00901.png,4.6,3.6,3,5,3.8,training
img_00902.png,4.2,2.8,4.6,4.2,3.2,training
img_00903.png,1.6,2.8,3.2,3,2,training
img_00904.png,4.2,2.4,3.4,3,3,training
img_00905.png,4.4,4.6,3.6,4,2.6,training
img_00906.png,1.8,2.8,4.2,2.6,3.6,training
img_00907.png,4.8,4.6,4,3.8,3,training
img_00908.png,4.8,3,3.2,3.4,3,training
img_00909.png,1,2.4,2.6,1.4,1.6,training
img_00910.png,4.8,4.2,4,4,3,training
img_00911.png,4.6,3.6,2.2,2,2.6,training
img_00912.png,3,3.6,2.6,1.8,3,training
img_00913.png,4.4,3.8,3.2,4.2,2.8,training
img_00914.png,4.8,3.8,4.8,5,2.4,training
img_00915.png,4.4,3.2,3.4,4.8,3.4,training
img_00916.png,1.8,2.2,4,2.8,1.8,training
img_00917.png,5,4.4,3.6,4.4,2.2,training
img_00918.png,3.6,4.8,2.8,1.8,3,training
img_00919.png,3.4,3,3.8,3,4.2,training
img_00920.png,1.4,3.4,3,2.6,2.2,training
img_00921.png,4,3,4.2,4,1.6,training
img_00922.png,3.4,2.6,3.6,2.6,2.4,training
img_00923.png,1.8,1.8,3.6,2.6,1.6,training
img_00924.png,1.4,2.6,5,3.6,2,training
img_00925.png,4.8,1,4.2,2,1.2,training
img_00926.png,4.2,5,4,4.8,2.2,training
img_00927.png,5,1.2,2.4,4.2,1.8,training
img_00928.png,3.6,3.2,3,3.4,1.6,training
img_00929.png,1.4,2.2,4.4,2.2,2.2,training
img_00930.png,4,5,4.6,4.2,2,training
img_00931.png,4.4,3.8,4,3,2.4,training
img_00932.png,4.8,3.2,1.6,2.4,2.2,training
img_00933.png,4.6,4.2,2.6,4.4,3,training
img_00934.png,2.2,2.2,4,4,2,training
img_00935.png,1.6,4,4,4.2,2.4,training
img_00936.png,4.6,2.4,4.4,4.6,2.8,training
img_00937.png,5,4.4,3,3.8,2.8,training
img_00938.png,3.4,3.2,4.6,2.6,3.6,training
img_00939.png,3.8,3.2,4.6,3.8,1.6,training
img_00940.png,4,3,2,3.2,1.8,training
img_00941.png,4.2,4.2,2.8,4.6,3,training
img_00942.png,1.6,3.6,3.4,3,3,training
img_00943.png,4,4.2,4.8,4.6,2.8,training
img_00944.png,4.2,3.6,3.6,4.2,3.2,training
img_00945.png,1,2.4,2.2,1.8,1.4,training
img_00946.png,1.4,3,3,1,3,training
img_00947.png,2.6,3.4,4.6,3.8,2.2,training
img_00948.png,4.8,2.2,3.2,3,2.6,training
img_00949.png,1.6,2,4.2,2.8,2.2,training
img_00950.png,1,2,2.8,2.2,1.6,validation
img_00951.png,1.4,2.6,3.6,3.6,2.4,training
img_00952.png,4.4,2.4,3,4.2,2.2,training
img_00953.png,1.2,2.6,3.8,3,1.4,training
img_00954.png,4.2,1,2.6,2.4,2.6,training
img_00955.png,1.8,2.6,4.2,4,2,training
img_00956.png,5,4.2,4.6,5,3.6,training
img_00957.png,1.4,1.2,2.6,2.8,1.6,training
img_00958.png,3.6,1.4,2,2.8,1,training
img_00959.png,2.2,3.8,4,2.8,3.8,training
img_00960.png,1.2,2.2,4.6,3.4,2.2,training
img_00961.png,1.6,3,2.2,1.2,2.2,training
img_00962.png,4.2,3,3.8,2.6,3,training
img_00963.png,4.2,4,3.8,4,3.6,training
img_00964.png,1,1.8,3.2,2.8,2.6,training
img_00965.png,5,2.8,2.8,4.2,2.6,training
img_00966.png,4.6,4,4.8,4.2,2.6,training
img_00967.png,4.2,4.2,3.6,2.8,3.8,training
img_00968.png,3.6,4.2,5,4.4,3.8,training
img_00969.png,5,3.6,4.4,4.6,2.4,training
img_00970.png,2.8,4.2,4.2,3.2,2.8,training
img_00971.png,4.8,4,3.2,3,1.4,training
img_00972.png,1.2,4,4.8,2.8,2.6,training
img_00973.png,4.4,3.6,3,2.6,1.6,training
img_00974.png,4.2,3.6,4,3.4,2.4,training
img_00975.png,4.2,2.4,3.6,2.4,2.4,training
img_00976.png,3.8,3,4.6,3.2,2.6,training
img_00977.png,3,2.8,3,3.6,3,training
img_00978.png,2.4,5,2,2.8,2.8,training
img_00979.png,4,2,3.4,2.2,3,training
img_00980.png,5,4.2,4.6,4.2,3.2,training
img_00981.png,1.6,2.6,3.2,1.4,2.4,training
img_00982.png,1,1.8,2.6,2.4,2,training
img_00983.png,2.4,3,4.6,4.2,3.8,training
img_00984.png,1.4,2.2,4,2.4,2,training
img_00985.png,4.2,3.4,3.6,2.4,3,training
img_00986.png,1.2,2,2.4,2.2,2.2,training
img_00987.png,1.8,1.8,3.8,2,1.8,training
img_00988.png,1.2,2,4,2.2,2,training
img_00989.png,1.4,2,2.4,2.8,1.2,training
img_00990.png,1.6,2.4,3.4,2.4,2,training
img_00991.png,4.4,4.6,3.2,3.6,4,training
img_00992.png,3,4.2,4.6,3.6,2.6,training
img_00993.png,2.2,3.2,4.6,3.2,2.2,training
img_00994.png,4.6,5,3.6,4,4.2,training
img_00995.png,4,1.6,3.2,2,1.2,training
img_00996.png,4,4.2,4.2,3.6,2.4,training
img_00997.png,1.6,2.6,3.2,2,2.4,training
img_00998.png,4.8,4.4,4,4,2.2,training
img_00999.png,4.4,1,3,2.6,1.6,training
img_01000.png,4.2,3.6,3.2,2.8,3,validation
